ID,Pronoun,Position (abs),Position (relative),Single/multi author,Conference,Topic,Year,Type,Grouped Type,Inc. for author pos?,Inc. for single/multiauthor?,Invited paper status
571,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
572,He,3,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
573,He,4,last,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
574,He,4,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
575,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,keynote,keynote,FALSE,FALSE,invited
576,He,1,first,single,2014 Semantic Audio,Semantic Audio,2014,poster,poster,FALSE,TRUE,not invited
577,He,1,first,single,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,FALSE,TRUE,not invited
578,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
579,He,2,last,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
580,He,4,last,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
581,He,4,last,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
582,He,1,first,single,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
583,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
584,He,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
585,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,poster,poster,TRUE,TRUE,not invited
586,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
587,He,4,middle,multi,2016 Sound Field Control,Sound Field Control,2016,panel,panel,FALSE,FALSE,invited
588,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
589,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,workshop,workshop,FALSE,FALSE,not invited
590,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
591,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
592,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
593,He,2,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
594,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,tutorial,workshop,FALSE,FALSE,not invited
595,He,1,first,single,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
596,He,1,first,single,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,FALSE,TRUE,not invited
597,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
598,He,2,middle,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
599,He,4,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
600,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,poster,poster,TRUE,TRUE,not invited
601,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,invited speaker,invited speaker,FALSE,FALSE,invited
602,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
603,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,poster,poster,FALSE,TRUE,not invited
604,He,5,middle,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
605,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,paper,paper,FALSE,TRUE,not invited
606,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
607,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
608,He,3,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
609,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
610,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,paper,paper,FALSE,TRUE,not invited
611,He,3,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
612,He,2,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
613,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
614,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
615,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
616,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
617,She,3,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
618,She,3,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
619,She,2,middle,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
620,She,2,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
621,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
622,He,4,last,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
623,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,FALSE,TRUE,not invited
624,Information Unavailable,1,first,multi,2013 Audio for Games,Audio for Games,2013,poster,poster,TRUE,TRUE,not invited
625,He,3,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
626,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,paper,paper,FALSE,TRUE,not invited
627,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,paper,paper,FALSE,TRUE,not invited
628,She,2,middle,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
629,She,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,keynote,keynote,FALSE,FALSE,invited
630,She,4,middle,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,panel,panel,FALSE,FALSE,invited
631,She,4,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
632,He,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
633,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
634,He,2,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
635,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
636,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
637,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,workshop,workshop,FALSE,FALSE,not invited
638,He,2,middle,multi,2014 Audio Forensics,Audio Forensics,2014,tutorial,workshop,FALSE,FALSE,not invited
639,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
640,He,4,last,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
641,He,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
642,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
643,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
644,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,poster,poster,TRUE,TRUE,not invited
645,He,2,middle,multi,2013 Audio for Games,Audio for Games,2013,poster,poster,TRUE,TRUE,not invited
646,He,4,middle,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
647,He,2,last,multi,2013 Audio for Games,Audio for Games,2013,paper,paper,TRUE,TRUE,not invited
648,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,paper,paper,FALSE,TRUE,not invited
649,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,demo,demo,FALSE,FALSE,not invited
650,He,3,middle,multi,2016 Sound Field Control,Sound Field Control,2016,panel,panel,FALSE,FALSE,invited
651,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,FALSE,TRUE,not invited
652,He,1,first,single,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,FALSE,TRUE,not invited
653,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
654,He,5,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
655,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
656,He,3,middle,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
657,He,5,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
658,He,1,first,single,2015 Audio for Games,Audio for Games,2015,keynote,keynote,FALSE,FALSE,invited
659,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,keynote,keynote,FALSE,FALSE,invited
660,He,3,middle,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
661,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
662,She,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
663,She,4,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
664,She,3,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
665,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,paper,paper,FALSE,TRUE,not invited
666,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
667,He,1,first,single,2014 Audio Forensics,Audio Forensics,2014,keynote,keynote,FALSE,FALSE,invited
668,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
669,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
670,He,1,first,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
671,He,2,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
672,He,1,first,single,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,FALSE,TRUE,not invited
673,He,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,panel,panel,FALSE,FALSE,invited
674,He,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
675,He,3,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
676,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
677,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
678,He,5,last,multi,2016 Sound Field Control,Sound Field Control,2016,poster,poster,TRUE,TRUE,not invited
679,He,2,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
680,He,1,first,single,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
681,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
682,He,6,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
683,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
684,She,2,last,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
685,He,4,last,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
686,He,3,middle,multi,2016 Sound Field Control,Sound Field Control,2016,poster,poster,TRUE,TRUE,not invited
687,He,4,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
688,He,5,last,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
689,He,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
690,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
691,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
692,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
693,He,3,last,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
694,He,4,last,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
695,She,1,first,single,2013 Audio Education,Audio Education,2013,workshop,workshop,FALSE,FALSE,not invited
696,He,3,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
697,He,5,last,multi,2013 Audio for Games,Audio for Games,2013,workshop,workshop,FALSE,FALSE,not invited
698,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,demo,demo,FALSE,FALSE,not invited
699,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
700,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
701,He,1,first,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
702,He,1,first,single,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
703,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
704,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
705,He,1,first,multi,2016 Audio for Games,Audio for Games,2016,panel,panel,FALSE,FALSE,invited
706,He,3,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
707,He,2,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
708,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
709,He,4,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
710,He,2,last,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
711,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
712,He,3,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
713,He,5,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
714,He,4,last,multi,2012 Audio Forensics,Audio Forensics,2012,workshop,workshop,FALSE,FALSE,not invited
715,He,3,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
716,He,5,middle,multi,2016 Audio for Games,Audio for Games,2016,panel,panel,FALSE,FALSE,invited
717,He,1,first,multi,2013 Audio for Games,Audio for Games,2013,poster,poster,TRUE,TRUE,not invited
718,She,2,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
719,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
720,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
721,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
722,He,2,first,multi,2016 Sound Field Control,Sound Field Control,2016,panel,panel,FALSE,FALSE,invited
723,He,4,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
724,He,2,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
725,He,4,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
726,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
727,He,7,last,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
728,He,4,last,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
729,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
730,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
731,He,3,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
732,He,2,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
733,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
734,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
735,He,2,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
736,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
737,He,2,last,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
738,He,2,last,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
739,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
740,She,1,first,single,2015 Audio for Games,Audio for Games,2015,keynote,keynote,FALSE,FALSE,invited
741,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
742,He,2,middle,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
743,He,2,last,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
744,He,1,first,single,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
745,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
746,He,3,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
747,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
748,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
749,He,1,first,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
750,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
751,He,2,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
752,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
753,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,paper,paper,FALSE,TRUE,not invited
754,He,1,first,single,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,FALSE,TRUE,not invited
755,He,5,last,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,panel,panel,FALSE,FALSE,invited
756,He,5,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
757,He,1,first,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
758,He,1,first,multi,2013 Audio for Games,Audio for Games,2013,panel,panel,FALSE,FALSE,invited
759,He,2,middle,multi,2013 Audio for Games,Audio for Games,2013,workshop,workshop,FALSE,FALSE,not invited
760,He,3,last,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
761,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
762,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,tutorial,workshop,FALSE,FALSE,not invited
763,He,2,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
764,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
765,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
766,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
767,He,3,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
768,He,4,middle,multi,2013 Audio for Games,Audio for Games,2013,panel,panel,FALSE,FALSE,invited
769,He,2,middle,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
770,He,4,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
771,He,2,middle,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
772,He,1,first,single,2014 Spatial Audio,Spatial Audio,2014,keynote,keynote,FALSE,FALSE,invited
773,He,3,middle,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
774,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
775,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
776,He,2,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
777,He,2,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
778,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,poster,poster,FALSE,TRUE,not invited
779,He,4,last,multi,2013 Audio for Games,Audio for Games,2013,paper,paper,TRUE,TRUE,not invited
780,He,2,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
781,He,1,first,multi,2013 Audio for Games,Audio for Games,2013,paper,paper,TRUE,TRUE,not invited
782,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
783,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
784,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
785,He,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,invited speaker,invited speaker,FALSE,FALSE,invited
786,He,4,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
787,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
788,He,1,first,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
789,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,demonstration,demo,FALSE,FALSE,not invited
790,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
791,He,3,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
792,He,3,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
793,He,2,last,multi,2013 Audio for Games,Audio for Games,2013,workshop,workshop,FALSE,FALSE,not invited
794,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
795,He,4,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
796,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
797,He,2,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
798,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
799,He,4,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
800,He,5,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,invited speaker,invited speaker,FALSE,FALSE,invited
801,He,3,middle,multi,2012 Audio Forensics,Audio Forensics,2012,workshop,workshop,FALSE,FALSE,not invited
802,He,1,first,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
803,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
804,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
805,He,1,first,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
806,She,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
807,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
808,He,2,last,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
